Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_4_T1_1 Spectral Count	ALS_4_T2_2 Spectral Count	ALS_4_T3_3 Spectral Count	ALS_4_T4_4 Spectral Count	ALS_4_T1_1 Unique Spectral Count	ALS_4_T2_2 Unique Spectral Count	ALS_4_T3_3 Unique Spectral Count	ALS_4_T4_4 Unique Spectral Count	ALS_4_T1_1 Total Spectral Count	ALS_4_T2_2 Total Spectral Count	ALS_4_T3_3 Total Spectral Count	ALS_4_T4_4 Total Spectral Count	ALS_4_T1_1 Intensity	ALS_4_T2_2 Intensity	ALS_4_T3_3 Intensity	ALS_4_T4_4 Intensity	ALS_4_T1_1 MaxLFQ Intensity	ALS_4_T2_2 MaxLFQ Intensity	ALS_4_T3_3 MaxLFQ Intensity	ALS_4_T4_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q92563|TICN2_HUMAN	Q92563	TICN2_HUMAN	SPOCK2	424	Homo sapiens	1:Experimental evidence at protein level	Testican-2	1.0	0.9974	2	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	1514755.1	1327328.2	1911116.0	1049866.0	864450.25	773016.75	1104687.9	593648.7	
sp|Q92743|HTRA1_HUMAN	Q92743	HTRA1_HUMAN	HTRA1	480	Homo sapiens	1:Experimental evidence at protein level	Serine protease HTRA1	1.0	0.9985	2	3	3	3	1	0	0	2	1	0	0	2	1	0	0	2	486878.8	161751.31	145791.53	541894.25	289743.6	90586.17	0.0	322109.97	
sp|Q92765|SFRP3_HUMAN	Q92765	SFRP3_HUMAN	FRZB	325	Homo sapiens	1:Experimental evidence at protein level	Secreted frizzled-related protein 3	0.7117	0.9879	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	774544.6	915416.44	0.0	1046094.6	0.0	0.0	0.0	0.0	
sp|Q92820|GGH_HUMAN	Q92820	GGH_HUMAN	GGH	318	Homo sapiens	1:Experimental evidence at protein level	Gamma-glutamyl hydrolase	1.0	0.9981	3	8	8	8	3	2	1	2	3	2	1	2	3	2	1	2	1834943.5	1923392.5	2222802.5	1631286.4	862847.94	975067.0	880257.2	815460.7	
sp|Q92823|NRCAM_HUMAN	Q92823	NRCAM_HUMAN	NRCAM	1304	Homo sapiens	1:Experimental evidence at protein level	Neuronal cell adhesion molecule	1.0	0.999	30	117	117	117	31	30	25	31	31	30	25	31	31	30	25	31	2.872736E7	2.6826014E7	2.4848678E7	2.8801288E7	1.1315733E7	1.1126914E7	1.2836124E7	1.0638775E7	
sp|Q92859|NEO1_HUMAN	Q92859	NEO1_HUMAN	NEO1	1461	Homo sapiens	1:Experimental evidence at protein level	Neogenin	1.0	0.999	15	41	41	41	11	11	7	12	11	11	7	12	11	11	7	12	4743271.5	3254053.8	5216479.5	4285919.5	1958996.2	1768922.2	2123425.5	1868948.2	
sp|Q92876|KLK6_HUMAN	Q92876	KLK6_HUMAN	KLK6	244	Homo sapiens	1:Experimental evidence at protein level	Kallikrein-6	1.0	0.999	5	25	25	25	7	6	5	7	7	6	5	7	7	6	5	7	7.9354376E7	7.0578696E7	6.655116E7	6.2656248E7	4.621214E7	3.9682376E7	3.0080012E7	4.028856E7	
sp|Q92932|PTPR2_HUMAN	Q92932	PTPR2_HUMAN	PTPRN2	1015	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase N2	0.9999	0.998	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	322119.03	312366.78	273648.06	310262.47	0.0	0.0	0.0	0.0	
sp|Q92954|PRG4_HUMAN	Q92954	PRG4_HUMAN	PRG4	1404	Homo sapiens	1:Experimental evidence at protein level	Proteoglycan 4	0.9642	0.9989	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	297148.4	228329.61	613535.8	380264.8	0.0	0.0	0.0	0.0	
sp|Q969P0|IGSF8_HUMAN	Q969P0	IGSF8_HUMAN	IGSF8	613	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin superfamily member 8	1.0	0.999	3	9	9	9	3	1	2	3	3	1	2	3	3	1	2	3	4070417.2	4257670.0	3964278.8	4353439.0	1618175.1	1786045.5	2053821.5	1851334.4	
sp|Q96A32|MYL11_HUMAN	Q96A32	MYL11_HUMAN	MYL11	169	Homo sapiens	1:Experimental evidence at protein level	Myosin regulatory light chain 11	0.8461	0.9945	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	423402.53	0.0	0.0	274949.03	0.0	0.0	0.0	0.0	
sp|Q96B86|RGMA_HUMAN	Q96B86	RGMA_HUMAN	RGMA	450	Homo sapiens	1:Experimental evidence at protein level	Repulsive guidance molecule A	0.9995	0.9796	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	2	786082.7	671384.44	682403.9	784649.0	486135.0	437067.88	439139.44	512370.8	
sp|Q96EE4|CC126_HUMAN	Q96EE4	CC126_HUMAN	CCDC126	140	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 126	0.9347	0.9979	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	74053.336	176221.33	190446.94	349366.84	0.0	0.0	0.0	0.0	
sp|Q96FE7|P3IP1_HUMAN	Q96FE7	P3IP1_HUMAN	PIK3IP1	263	Homo sapiens	1:Experimental evidence at protein level	Phosphoinositide-3-kinase-interacting protein 1	1.0	0.999	2	5	5	5	2	1	0	2	2	1	0	2	2	1	0	2	8671480.0	8657628.0	4220957.0	7150908.5	5854177.0	5766413.5	3212665.5	4717344.0	
sp|Q96GW7|PGCB_HUMAN	Q96GW7	PGCB_HUMAN	BCAN	911	Homo sapiens	1:Experimental evidence at protein level	Brevican core protein	1.0	0.9985	7	24	24	24	5	8	5	6	5	8	5	6	5	8	5	6	1.3145173E7	1.9056282E7	8065476.0	1.0243103E7	6904564.0	9871530.0	4727120.5	5497946.0	
sp|Q96ID5|IGS21_HUMAN	Q96ID5	IGS21_HUMAN	IGSF21	467	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin superfamily member 21	0.8759	0.9957	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	946764.4	800219.75	580575.6	684216.56	0.0	0.0	0.0	0.0	
sp|Q96IY4|CBPB2_HUMAN	Q96IY4	CBPB2_HUMAN	CPB2	423	Homo sapiens	1:Experimental evidence at protein level	Carboxypeptidase B2	1.0	0.999	7	13	13	13	4	3	3	3	4	3	3	3	4	3	3	3	3005225.8	3236481.2	3875322.0	3664360.8	1141438.5	1281596.6	1537246.5	1480288.9	
sp|Q96JF0|SIAT2_HUMAN	Q96JF0	SIAT2_HUMAN	ST6GAL2	529	Homo sapiens	1:Experimental evidence at protein level	Beta-galactoside alpha-2,6-sialyltransferase 2	0.5342	0.9743	1	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	534915.25	561750.3	0.0	357797.12	0.0	0.0	0.0	0.0	
sp|Q96KN2|CNDP1_HUMAN	Q96KN2	CNDP1_HUMAN	CNDP1	507	Homo sapiens	1:Experimental evidence at protein level	Beta-Ala-His dipeptidase	1.0	0.999	21	99	99	99	23	26	25	25	23	26	25	25	23	26	25	25	5.2684088E7	4.2741524E7	4.6157104E7	3.879156E7	2.094093E7	1.8811742E7	2.1116186E7	1.6333671E7	
sp|Q96PD5|PGRP2_HUMAN	Q96PD5	PGRP2_HUMAN	PGLYRP2	576	Homo sapiens	1:Experimental evidence at protein level	N-acetylmuramoyl-L-alanine amidase	1.0	0.999	8	27	27	27	7	6	5	9	7	6	5	9	7	6	5	9	1.02213E7	7341367.0	1.2641517E7	1.3590268E7	4372888.0	3574522.8	4093491.8	6113176.0	
sp|Q96PX8|SLIK1_HUMAN	Q96PX8	SLIK1_HUMAN	SLITRK1	696	Homo sapiens	1:Experimental evidence at protein level	SLIT and NTRK-like protein 1	1.0	0.9979	2	3	3	3	1	2	0	0	1	2	0	0	1	2	0	0	1741494.8	1645125.5	884809.6	1416864.0	1003850.4	928137.5	0.0	826184.75	
sp|Q96S96|PEBP4_HUMAN	Q96S96	PEBP4_HUMAN	PEBP4	227	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylethanolamine-binding protein 4	1.0	0.999	3	10	10	10	1	4	4	1	1	4	4	1	1	4	4	1	2784681.8	4773210.0	3527416.5	3025314.5	1947556.5	2361986.5	2640248.8	2012001.1	
sp|Q99435|NELL2_HUMAN	Q99435	NELL2_HUMAN	NELL2	816	Homo sapiens	1:Experimental evidence at protein level	Protein kinase C-binding protein NELL2	1.0	0.999	8	29	29	29	8	7	6	8	8	7	6	8	8	7	6	8	1.8370038E7	1.5513936E7	1.7438888E7	1.652903E7	7768627.5	6908259.0	6121090.5	7164246.0	
sp|Q99497|PARK7_HUMAN	Q99497	PARK7_HUMAN	PARK7	189	Homo sapiens	1:Experimental evidence at protein level	Parkinson disease protein 7	0.9993	0.9677	2	2	2	2	0	1	0	1	0	1	0	1	0	1	0	1	1367304.8	407131.38	427267.84	1722891.2	787455.6	0.0	0.0	955737.1	
sp|Q99523|SORT_HUMAN	Q99523	SORT_HUMAN	SORT1	831	Homo sapiens	1:Experimental evidence at protein level	Sortilin	0.938	0.998	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	628716.7	631745.1	601640.5	697921.2	0.0	0.0	0.0	0.0	
sp|Q99674|CGRE1_HUMAN	Q99674	CGRE1_HUMAN	CGREF1	318	Homo sapiens	1:Experimental evidence at protein level	Cell growth regulator with EF hand domain protein 1	1.0	0.9976	3	5	5	5	1	1	0	3	1	1	0	3	1	1	0	3	1420537.4	1589455.0	2779296.8	1576448.6	875189.3	1024652.8	1663836.8	968820.8	
sp|Q99969|RARR2_HUMAN	Q99969	RARR2_HUMAN	RARRES2	163	Homo sapiens	1:Experimental evidence at protein level	Retinoic acid receptor responder protein 2	1.0	0.999	1	8	8	8	2	2	2	2	2	2	2	2	2	2	2	2	2694627.8	2183532.5	1678678.2	2578847.2	1734904.5	1442735.9	0.0	1676997.4	
sp|Q99983|OMD_HUMAN	Q99983	OMD_HUMAN	OMD	421	Homo sapiens	1:Experimental evidence at protein level	Osteomodulin	1.0	0.9963	3	5	5	5	1	0	3	1	1	0	3	1	1	0	3	1	1406465.5	2321201.0	4997172.0	1000878.06	590638.56	1109151.8	2270365.0	422854.03	
sp|Q9BQT9|CSTN3_HUMAN	Q9BQT9	CSTN3_HUMAN	CLSTN3	956	Homo sapiens	1:Experimental evidence at protein level	Calsyntenin-3	1.0	0.999	1	9	9	9	2	3	1	3	2	3	1	3	2	3	1	3	4375527.0	6578568.0	2658463.2	2990927.8	2534782.8	3271134.2	1228661.2	1776168.9	
sp|Q9BRK5|CAB45_HUMAN	Q9BRK5	CAB45_HUMAN	SDF4	362	Homo sapiens	1:Experimental evidence at protein level	45 kDa calcium-binding protein	0.93	0.9977	1	3	3	3	0	1	1	1	0	1	1	1	0	1	1	1	817386.56	1306318.1	1771237.5	1054223.4	0.0	0.0	0.0	0.0	
sp|Q9BTY2|FUCO2_HUMAN	Q9BTY2	FUCO2_HUMAN	FUCA2	467	Homo sapiens	1:Experimental evidence at protein level	Plasma alpha-L-fucosidase	1.0	0.9988	7	12	12	12	4	2	2	4	4	2	2	4	4	2	2	4	1856516.5	1814088.6	2867393.8	2310971.2	734450.44	696954.25	1167756.4	848584.8	
sp|Q9BY67|CADM1_HUMAN	Q9BY67	CADM1_HUMAN	CADM1	442	Homo sapiens	1:Experimental evidence at protein level	Cell adhesion molecule 1	1.0	0.999	2	9	9	9	3	3	1	2	3	3	1	2	3	3	1	2	4496707.5	3102880.8	3569669.0	3689188.5	1871564.4	1200780.6	1376221.1	1620977.9	
sp|Q9BYH1|SE6L1_HUMAN	Q9BYH1	SE6L1_HUMAN	SEZ6L	1024	Homo sapiens	1:Experimental evidence at protein level	Seizure 6-like protein	1.0	0.9988	2	5	5	5	2	1	1	1	2	1	1	1	2	1	1	1	1658483.2	2083723.0	4037901.5	1325632.2	1050698.9	1306680.1	2559710.0	824573.7	
sp|Q9BZC7|ABCA2_HUMAN	Q9BZC7	ABCA2_HUMAN	ABCA2	2435	Homo sapiens	1:Experimental evidence at protein level	ATP-binding cassette sub-family A member 2	0.6261	0.9822	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	349564.25	329979.3	239428.23	259585.95	0.0	0.0	0.0	0.0	
sp|Q9BZR6|RTN4R_HUMAN	Q9BZR6	RTN4R_HUMAN	RTN4R	473	Homo sapiens	1:Experimental evidence at protein level	Reticulon-4 receptor	1.0	0.999	4	7	7	7	3	2	1	1	3	2	1	1	3	2	1	1	1431793.6	1466224.0	1678671.9	1062567.0	692866.75	742240.7	810463.25	510738.97	
sp|Q9C0A0|CNTP4_HUMAN	Q9C0A0	CNTP4_HUMAN	CNTNAP4	1308	Homo sapiens	1:Experimental evidence at protein level	Contactin-associated protein-like 4	1.0	0.9987	11	19	16	19	7	5	3	4	6	4	3	3	7	5	3	4	2196477.2	1739072.5	2651568.5	2103901.5	1011787.2	853629.4	1383379.9	808547.4	
sp|Q9GZM5|YIPF3_HUMAN	Q9GZM5	YIPF3_HUMAN	YIPF3	350	Homo sapiens	1:Experimental evidence at protein level	Protein YIPF3	1.0	0.9975	1	7	7	7	2	2	2	1	2	2	2	1	2	2	2	1	3253924.2	2961643.8	2751322.2	2725040.5	1987346.2	1985226.6	1776114.5	0.0	
sp|Q9GZX9|TWSG1_HUMAN	Q9GZX9	TWSG1_HUMAN	TWSG1	223	Homo sapiens	1:Experimental evidence at protein level	Twisted gastrulation protein homolog 1	0.6387	0.9831	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	445816.75	425529.66	469791.56	463122.28	0.0	0.0	0.0	0.0	
sp|Q9H1Z8|AUGN_HUMAN	Q9H1Z8	AUGN_HUMAN	ECRG4	148	Homo sapiens	1:Experimental evidence at protein level	Augurin	0.5152	0.9723	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	6230217.0	5487647.5	4093704.2	4544314.5	0.0	0.0	0.0	0.0	
sp|Q9H8J5|MANS1_HUMAN	Q9H8J5	MANS1_HUMAN	MANSC1	431	Homo sapiens	1:Experimental evidence at protein level	MANSC domain-containing protein 1	1.0	0.9989	2	4	4	4	2	0	0	2	2	0	0	2	2	0	0	2	912952.25	290802.72	344436.9	739352.0	535411.0	0.0	0.0	431492.0	
sp|Q9H8L6|MMRN2_HUMAN	Q9H8L6	MMRN2_HUMAN	MMRN2	949	Homo sapiens	1:Experimental evidence at protein level	Multimerin-2	1.0	0.9959	2	6	6	6	1	2	1	2	1	2	1	2	1	2	1	2	1205751.2	1340458.8	1616293.5	1084467.1	712776.94	838287.0	1000536.5	655018.8	
sp|Q9HAT2|SIAE_HUMAN	Q9HAT2	SIAE_HUMAN	SIAE	523	Homo sapiens	1:Experimental evidence at protein level	Sialate O-acetylesterase	0.9999	0.9905	2	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	1511219.0	1359943.9	1298349.8	1135024.5	883123.5	783859.44	740012.1	666808.7	
sp|Q9HCU4|CELR2_HUMAN	Q9HCU4	CELR2_HUMAN	CELSR2	2923	Homo sapiens	1:Experimental evidence at protein level	Cadherin EGF LAG seven-pass G-type receptor 2	1.0	0.9989	2	4	4	4	2	1	0	1	2	1	0	1	2	1	0	1	1132047.5	977826.5	909436.4	1054863.2	693398.1	599956.06	529733.5	639078.25	
sp|Q9NPD7|NRN1_HUMAN	Q9NPD7	NRN1_HUMAN	NRN1	142	Homo sapiens	1:Experimental evidence at protein level	Neuritin	1.0	0.999	1	6	6	6	2	1	1	2	2	1	1	2	2	1	1	2	1390610.5	1608105.8	1489746.1	1388721.6	841883.5	980150.9	0.0	821004.4	
sp|Q9NPR2|SEM4B_HUMAN	Q9NPR2	SEM4B_HUMAN	SEMA4B	837	Homo sapiens	1:Experimental evidence at protein level	Semaphorin-4B	1.0	0.9945	3	4	4	4	1	0	0	3	1	0	0	3	1	0	0	3	1103146.0	710966.5	311751.2	1489183.5	485848.47	352175.2	0.0	690973.06	
sp|Q9NQ79|CRAC1_HUMAN	Q9NQ79	CRAC1_HUMAN	CRTAC1	661	Homo sapiens	1:Experimental evidence at protein level	Cartilage acidic protein 1	1.0	0.999	16	44	44	44	12	11	12	9	12	11	12	9	12	11	12	9	6851088.0	7408545.5	8897386.0	4661969.0	2895959.5	3018183.8	3119969.0	2049452.6	
sp|Q9NQX5|NPDC1_HUMAN	Q9NQX5	NPDC1_HUMAN	NPDC1	325	Homo sapiens	1:Experimental evidence at protein level	Neural proliferation differentiation and control protein 1	0.9678	0.999	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1539436.1	1447997.0	1975919.4	1599365.9	0.0	0.0	0.0	0.0	
sp|Q9NRN5|OLFL3_HUMAN	Q9NRN5	OLFL3_HUMAN	OLFML3	406	Homo sapiens	1:Experimental evidence at protein level	Olfactomedin-like protein 3	1.0	0.9958	2	6	6	6	2	1	1	2	2	1	1	2	2	1	1	2	757036.5	718911.6	867661.25	622872.4	443621.16	414030.44	493440.8	365720.8	
sp|Q9NS98|SEM3G_HUMAN	Q9NS98	SEM3G_HUMAN	SEMA3G	782	Homo sapiens	1:Experimental evidence at protein level	Semaphorin-3G	0.5995	0.9802	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	777369.0	568684.94	254437.48	1104783.9	0.0	0.0	0.0	0.0	
sp|Q9NT99|LRC4B_HUMAN	Q9NT99	LRC4B_HUMAN	LRRC4B	713	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat-containing protein 4B	1.0	0.999	10	14	13	14	3	3	3	5	3	3	3	4	3	3	3	5	5099103.0	2942886.2	5385113.0	3581160.0	1788492.1	1538717.2	1974790.0	1598186.2	
sp|Q9NX62|IMPA3_HUMAN	Q9NX62	IMPA3_HUMAN	BPNT2	359	Homo sapiens	1:Experimental evidence at protein level	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase	1.0	0.9963	7	9	9	9	3	0	1	5	3	0	1	5	3	0	1	5	2150827.0	2012409.0	2151981.2	2176563.0	1000515.9	847982.56	764393.3	934590.44	
sp|Q9NYQ8|FAT2_HUMAN	Q9NYQ8	FAT2_HUMAN	FAT2	4349	Homo sapiens	1:Experimental evidence at protein level	Protocadherin Fat 2	1.0	0.9978	13	16	16	16	11	1	0	4	11	1	0	4	11	1	0	4	1129380.6	1355304.8	1503720.9	872636.0	852054.8	846560.2	1059631.8	606930.4	
sp|Q9NZ53|PDXL2_HUMAN	Q9NZ53	PDXL2_HUMAN	PODXL2	605	Homo sapiens	1:Experimental evidence at protein level	Podocalyxin-like protein 2	1.0	0.9989	2	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	351040.38	551777.9	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9P0K1|ADA22_HUMAN	Q9P0K1	ADA22_HUMAN	ADAM22	906	Homo sapiens	1:Experimental evidence at protein level	Disintegrin and metalloproteinase domain-containing protein 22	1.0	0.9888	3	4	4	4	1	0	1	2	1	0	1	2	1	0	1	2	3366588.5	3289988.2	3829771.5	3581693.0	1932965.8	1989990.4	3916962.0	2258359.5	
sp|Q9P121|NTRI_HUMAN	Q9P121	NTRI_HUMAN	NTM	344	Homo sapiens	1:Experimental evidence at protein level	Neurotrimin	1.0	0.999	6	6	6	15	2	1	1	2	2	1	1	2	5	4	2	4	1.1961051E7	1.2056494E7	1.3920638E7	1.0314744E7	5604315.0	5578263.5	5466442.0	4781422.0	
sp|Q9P2S2|NRX2A_HUMAN	Q9P2S2	NRX2A_HUMAN	NRXN2	1712	Homo sapiens	1:Experimental evidence at protein level	Neurexin-2	1.0	0.999	7	15	8	18	5	4	3	3	3	2	1	2	6	4	4	4	6765573.5	4689774.0	4876081.5	5465659.5	3023009.0	2311545.2	2417051.0	2341190.5	
sp|Q9UBP4|DKK3_HUMAN	Q9UBP4	DKK3_HUMAN	DKK3	350	Homo sapiens	1:Experimental evidence at protein level	Dickkopf-related protein 3	1.0	0.999	9	48	48	48	13	13	12	10	13	13	12	10	13	13	12	10	7.4409048E7	8.9129E7	5.1967692E7	5.6298036E7	2.4299114E7	3.441572E7	2.8618032E7	1.985344E7	
sp|Q9UBQ6|EXTL2_HUMAN	Q9UBQ6	EXTL2_HUMAN	EXTL2	330	Homo sapiens	1:Experimental evidence at protein level	Exostosin-like 2	1.0	0.9972	4	10	10	10	2	3	2	3	2	3	2	3	2	3	2	3	2050529.0	2136184.8	2239457.0	1698714.1	1355068.0	1445391.6	1560504.6	1130342.4	
sp|Q9UBR2|CATZ_HUMAN	Q9UBR2	CATZ_HUMAN	CTSZ	303	Homo sapiens	1:Experimental evidence at protein level	Cathepsin Z	1.0	0.9988	2	8	8	8	2	2	2	2	2	2	2	2	2	2	2	2	1810328.5	2008714.9	2089106.5	1712305.2	1093416.9	1191896.1	1182181.5	1030865.06	
sp|Q9UBX5|FBLN5_HUMAN	Q9UBX5	FBLN5_HUMAN	FBLN5	448	Homo sapiens	1:Experimental evidence at protein level	Fibulin-5	1.0	0.9967	2	6	6	6	2	2	0	2	2	2	0	2	2	2	0	2	2272930.2	2607504.0	3454894.5	2595398.5	1311481.0	1496606.8	1950911.9	1491539.9	
sp|Q9UGM5|FETUB_HUMAN	Q9UGM5	FETUB_HUMAN	FETUB	382	Homo sapiens	1:Experimental evidence at protein level	Fetuin-B	0.8499	0.9947	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	636647.94	750156.4	808341.2	708491.06	0.0	0.0	0.0	0.0	
sp|Q9UHG2|PCS1N_HUMAN	Q9UHG2	PCS1N_HUMAN	PCSK1N	260	Homo sapiens	1:Experimental evidence at protein level	ProSAAS	1.0	0.999	6	20	18	20	5	5	5	5	4	5	5	4	5	5	5	5	1.9891922E7	1.7325464E7	1.6391274E7	1.9279888E7	6860016.0	7339309.5	7549167.5	7887602.5	
sp|Q9UHI8|ATS1_HUMAN	Q9UHI8	ATS1_HUMAN	ADAMTS1	967	Homo sapiens	1:Experimental evidence at protein level	A disintegrin and metalloproteinase with thrombospondin motifs 1	0.968	0.999	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	2797174.0	2441331.5	2890530.0	2387121.0	0.0	0.0	0.0	0.0	
sp|Q9UHL4|DPP2_HUMAN	Q9UHL4	DPP2_HUMAN	DPP7	492	Homo sapiens	1:Experimental evidence at protein level	Dipeptidyl peptidase 2	1.0	0.999	6	8	8	8	4	1	0	3	4	1	0	3	4	1	0	3	1565805.4	1475538.8	1593642.9	1751118.2	711275.8	647422.8	750764.25	739749.25	
sp|Q9UJJ9|GNPTG_HUMAN	Q9UJJ9	GNPTG_HUMAN	GNPTG	305	Homo sapiens	1:Experimental evidence at protein level	N-acetylglucosamine-1-phosphotransferase subunit gamma	1.0	0.9981	2	5	5	5	1	2	0	2	1	2	0	2	1	2	0	2	932351.0	1240925.8	1528419.6	1090393.2	545576.94	732261.56	863581.75	640701.5	
sp|Q9UL62|TRPC5_HUMAN	Q9UL62	TRPC5_HUMAN	TRPC5	973	Homo sapiens	1:Experimental evidence at protein level	Short transient receptor potential channel 5	0.5089	0.9716	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	5.7805562E8	6.3220909E8	5.4120653E8	5.3716819E8	0.0	0.0	0.0	0.0	
sp|Q9ULB1|NRX1A_HUMAN	Q9ULB1	NRX1A_HUMAN	NRXN1	1477	Homo sapiens	1:Experimental evidence at protein level	Neurexin-1	1.0	0.999	19	48	25	48	15	12	11	10	8	6	6	5	15	12	11	10	9208295.0	7544646.0	8479946.0	6090927.5	3609243.8	3467115.5	3415206.5	2856588.0	
sp|Q9ULF5|S39AA_HUMAN	Q9ULF5	S39AA_HUMAN	SLC39A10	831	Homo sapiens	1:Experimental evidence at protein level	Zinc transporter ZIP10	0.9165	0.9972	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	423999.84	708733.9	614842.6	435126.5	0.0	0.0	0.0	0.0	
sp|Q9UM22|EPDR1_HUMAN	Q9UM22	EPDR1_HUMAN	EPDR1	224	Homo sapiens	1:Experimental evidence at protein level	Mammalian ependymin-related protein 1	1.0	0.9979	2	6	6	6	2	1	1	2	2	1	1	2	2	1	1	2	1416331.8	1228995.4	1737613.2	1344394.0	1024680.2	854169.6	1269783.2	834715.1	
sp|Q9UMF0|ICAM5_HUMAN	Q9UMF0	ICAM5_HUMAN	ICAM5	924	Homo sapiens	1:Experimental evidence at protein level	Intercellular adhesion molecule 5	0.9037	0.9968	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0.0	0.0	613556.06	0.0	0.0	0.0	0.0	0.0	
sp|Q9UNN8|EPCR_HUMAN	Q9UNN8	EPCR_HUMAN	PROCR	238	Homo sapiens	1:Experimental evidence at protein level	Endothelial protein C receptor	0.9999	0.9897	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	2	507210.16	942313.5	0.0	849967.06	0.0	567134.06	0.0	511725.5	
sp|Q9Y4C0|NRX3A_HUMAN	Q9Y4C0	NRX3A_HUMAN	NRXN3	1643	Homo sapiens	1:Experimental evidence at protein level	Neurexin-3	1.0	0.999	18	30	14	37	10	7	5	8	6	5	1	2	12	9	7	9	6262816.5	4715075.5	7342941.0	4161745.0	2807356.0	2603329.8	2774667.8	2106471.8	
sp|Q9Y4L1|HYOU1_HUMAN	Q9Y4L1	HYOU1_HUMAN	HYOU1	999	Homo sapiens	1:Experimental evidence at protein level	Hypoxia up-regulated protein 1	1.0	0.9909	2	3	2	3	2	0	0	1	1	0	0	1	2	0	0	1	856262.6	717208.25	481156.6	800090.4	495934.56	415075.28	0.0	468691.66	
sp|Q9Y5Y7|LYVE1_HUMAN	Q9Y5Y7	LYVE1_HUMAN	LYVE1	322	Homo sapiens	1:Experimental evidence at protein level	Lymphatic vessel endothelial hyaluronic acid receptor 1	1.0	0.9984	2	2	2	2	0	1	0	1	0	1	0	1	0	1	0	1	560590.75	422611.97	630805.0	545027.06	0.0	0.0	0.0	0.0	
sp|Q9Y623|MYH4_HUMAN	Q9Y623	MYH4_HUMAN	MYH4	1939	Homo sapiens	1:Experimental evidence at protein level	Myosin-4	0.9999	0.9981	7	4	3	16	1	2	0	1	1	1	0	1	6	3	1	6	515752.44	2147305.8	3722612.0	640410.94	0.0	1401211.6	2523601.0	0.0	
sp|Q9Y646|CBPQ_HUMAN	Q9Y646	CBPQ_HUMAN	CPQ	472	Homo sapiens	1:Experimental evidence at protein level	Carboxypeptidase Q	1.0	0.9987	5	15	15	15	4	4	3	4	4	4	3	4	4	4	3	4	2517456.5	2027246.6	3137610.5	2308918.0	1095235.6	902904.1	1068307.0	1045703.7	
sp|Q9Y6R7|FCGBP_HUMAN	Q9Y6R7	FCGBP_HUMAN	FCGBP	5405	Homo sapiens	1:Experimental evidence at protein level	IgGFc-binding protein	1.0	0.999	4	8	8	8	3	1	0	4	3	1	0	4	3	1	0	4	1906070.6	1917309.8	2223517.0	1564513.9	846334.25	753478.94	858541.5	653118.25	
