Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	control_10_10 Spectral Count	control_1_1 Spectral Count	control_2_2 Spectral Count	control_3_3 Spectral Count	control_4_4 Spectral Count	control_5_5 Spectral Count	control_6_6 Spectral Count	control_7_7 Spectral Count	control_8_8 Spectral Count	control_9_9 Spectral Count	control_10_10 Unique Spectral Count	control_1_1 Unique Spectral Count	control_2_2 Unique Spectral Count	control_3_3 Unique Spectral Count	control_4_4 Unique Spectral Count	control_5_5 Unique Spectral Count	control_6_6 Unique Spectral Count	control_7_7 Unique Spectral Count	control_8_8 Unique Spectral Count	control_9_9 Unique Spectral Count	control_10_10 Total Spectral Count	control_1_1 Total Spectral Count	control_2_2 Total Spectral Count	control_3_3 Total Spectral Count	control_4_4 Total Spectral Count	control_5_5 Total Spectral Count	control_6_6 Total Spectral Count	control_7_7 Total Spectral Count	control_8_8 Total Spectral Count	control_9_9 Total Spectral Count	control_10_10 Intensity	control_1_1 Intensity	control_2_2 Intensity	control_3_3 Intensity	control_4_4 Intensity	control_5_5 Intensity	control_6_6 Intensity	control_7_7 Intensity	control_8_8 Intensity	control_9_9 Intensity	control_10_10 MaxLFQ Intensity	control_1_1 MaxLFQ Intensity	control_2_2 MaxLFQ Intensity	control_3_3 MaxLFQ Intensity	control_4_4 MaxLFQ Intensity	control_5_5 MaxLFQ Intensity	control_6_6 MaxLFQ Intensity	control_7_7 MaxLFQ Intensity	control_8_8 MaxLFQ Intensity	control_9_9 MaxLFQ Intensity	Indistinguishable Proteins
sp|P48745|CCN3_HUMAN	P48745	CCN3_HUMAN	CCN3	357	Homo sapiens	1:Experimental evidence at protein level	CCN family member 3	0.7982	0.9953	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	635825.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49327|FAS_HUMAN	P49327	FAS_HUMAN	FASN	2511	Homo sapiens	1:Experimental evidence at protein level	Fatty acid synthase	1.0	0.9932	5	9	6	9	3	0	0	1	0	5	0	0	0	0	2	0	0	0	0	4	0	0	0	0	3	0	0	1	0	5	0	0	0	0	1172354.6	213210.75	203802.38	648449.75	513482.78	1046186.3	126658.65	479283.22	387608.1	0.0	723674.2	0.0	0.0	407639.16	320609.06	661714.9	0.0	299381.94	0.0	0.0	
sp|P49368|TCPG_HUMAN	P49368	TCPG_HUMAN	CCT3	545	Homo sapiens	1:Experimental evidence at protein level	T-complex protein 1 subunit gamma	0.7836	0.9949	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P49641|MA2A2_HUMAN	P49641	MA2A2_HUMAN	MAN2A2	1150	Homo sapiens	1:Experimental evidence at protein level	Alpha-mannosidase 2x	1.0	0.9978	4	4	4	4	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	287402.34	1080115.6	354338.7	1147255.8	582635.6	1269248.6	851617.2	354876.1	0.0	717598.0	0.0	460153.25	322846.75	540592.25	416540.03	592179.94	461369.62	0.0	0.0	389372.34	
sp|P49908|SEPP1_HUMAN	P49908	SEPP1_HUMAN	SELENOP	381	Homo sapiens	1:Experimental evidence at protein level	Selenoprotein P	1.0	0.9987	4	29	29	29	3	2	2	5	3	3	3	2	2	4	3	2	2	5	3	3	3	2	2	4	3	2	2	5	3	3	3	2	2	4	2716994.0	2394718.0	2623016.8	2266511.2	3052423.8	2372148.2	3063915.8	3340087.0	3075925.0	2762628.8	1845486.8	1155449.6	1308187.5	1256341.6	1720394.2	1257246.6	1548395.9	1953821.5	1405967.6	1564035.8	
sp|P50750|CDK9_HUMAN	P50750	CDK9_HUMAN	CDK9	372	Homo sapiens	1:Experimental evidence at protein level	Cyclin-dependent kinase 9	0.405	0.9733	1	5	0	5	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	521202.6	564820.75	0.0	449733.84	269570.7	479433.8	528683.2	566878.3	387182.97	839870.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q14004|CDK13_HUMAN, sp|Q9NYV4|CDK12_HUMAN
sp|P50914|RL14_HUMAN	P50914	RL14_HUMAN	RPL14	215	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL14	0.5425	0.9845	1	2	2	2	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P50990|TCPQ_HUMAN	P50990	TCPQ_HUMAN	CCT8	548	Homo sapiens	1:Experimental evidence at protein level	T-complex protein 1 subunit theta	1.0	0.9962	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	673751.44	125273.12	0.0	378019.12	0.0	1081960.8	183051.72	325126.75	0.0	0.0	440991.06	0.0	0.0	233113.17	0.0	728499.9	0.0	0.0	0.0	0.0	
sp|P51153|RAB13_HUMAN	P51153	RAB13_HUMAN	RAB13	203	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-13	0.4741	0.9797	1	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	749180.7	0.0	0.0	0.0	231753.86	576693.7	237061.67	0.0	217560.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P59190|RAB15_HUMAN, sp|P61006|RAB8A_HUMAN, sp|P61026|RAB10_HUMAN, sp|P62820|RAB1A_HUMAN, sp|Q15286|RAB35_HUMAN, sp|Q92928|RAB1C_HUMAN, sp|Q92930|RAB8B_HUMAN, sp|Q9H0U4|RAB1B_HUMAN
sp|P51512|MMP16_HUMAN	P51512	MMP16_HUMAN	MMP16	607	Homo sapiens	1:Experimental evidence at protein level	Matrix metalloproteinase-16	0.4432	0.9771	1	6	6	6	1	1	0	1	0	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0	2876801.2	1423378.0	712758.75	425865.03	711097.75	442422.16	1435737.0	1264429.4	1521096.6	1457885.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P51693|APLP1_HUMAN	P51693	APLP1_HUMAN	APLP1	650	Homo sapiens	1:Experimental evidence at protein level	Amyloid beta precursor like protein 1	1.0	0.999	22	194	194	194	18	21	21	25	17	23	22	15	15	17	18	21	21	25	17	23	22	15	15	17	18	21	21	25	17	23	22	15	15	17	5.1980072E7	6.9034736E7	7.410272E7	7.6347776E7	5.14548E7	7.3757192E7	6.8977328E7	3.9870752E7	4.101538E7	5.0104012E7	1.870996E7	2.3950646E7	3.4413348E7	4.9806952E7	2.9543016E7	3.7777512E7	3.163105E7	1.9579158E7	1.8234974E7	2.7106632E7	
sp|P51884|LUM_HUMAN	P51884	LUM_HUMAN	LUM	338	Homo sapiens	1:Experimental evidence at protein level	Lumican	1.0	0.999	9	64	64	64	10	6	5	6	6	6	6	6	6	7	10	6	5	6	6	6	6	6	6	7	10	6	5	6	6	6	6	6	6	7	1.858318E7	1.2205954E7	1.1268236E7	8839036.0	1.2074152E7	1.3907772E7	1.1643143E7	1.0756986E7	1.8310568E7	1.2229475E7	8061990.5	5138542.0	4839855.0	3832969.8	5151000.0	6013117.0	4900563.0	4779411.5	7257716.0	5307062.0	
sp|P51888|PRELP_HUMAN	P51888	PRELP_HUMAN	PRELP	382	Homo sapiens	1:Experimental evidence at protein level	Prolargin	1.0	0.9987	2	7	7	7	1	1	0	2	0	0	2	0	0	1	1	1	0	2	0	0	2	0	0	1	1	1	0	2	0	0	2	0	0	1	1160743.5	848422.9	534987.5	393748.12	702674.75	786991.1	900963.7	903487.9	748367.3	918596.25	704356.6	514991.06	322013.6	0.0	363696.53	476212.44	531275.44	542965.2	453807.88	541287.5	
sp|P52799|EFNB2_HUMAN	P52799	EFNB2_HUMAN	EFNB2	333	Homo sapiens	1:Experimental evidence at protein level	Ephrin-B2	0.4992	0.9816	1	2	2	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	405373.53	989769.6	611719.56	403294.94	0.0	504009.97	0.0	370912.94	1071673.5	371775.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P52803|EFNA5_HUMAN	P52803	EFNA5_HUMAN	EFNA5	228	Homo sapiens	1:Experimental evidence at protein level	Ephrin-A5	0.7272	0.9931	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	799545.75	0.0	0.0	0.0	628915.4	1187338.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P54289|CA2D1_HUMAN	P54289	CA2D1_HUMAN	CACNA2D1	1103	Homo sapiens	1:Experimental evidence at protein level	Voltage-dependent calcium channel subunit alpha-2/delta-1	1.0	0.999	19	62	61	62	2	7	8	18	3	12	3	1	2	6	2	7	8	18	3	11	3	1	2	6	2	7	8	18	3	12	3	1	2	6	2015549.4	4361600.5	3271280.5	4393193.5	2085592.4	3840188.5	2263120.5	2009416.2	3282158.0	1699045.6	993135.4	1574590.4	1488480.9	2089101.8	1091628.5	1522310.4	1017808.75	993726.44	1126724.1	1146144.9	
sp|P54764|EPHA4_HUMAN	P54764	EPHA4_HUMAN	EPHA4	986	Homo sapiens	1:Experimental evidence at protein level	Ephrin type-A receptor 4	1.0	0.999	5	31	31	31	1	4	3	5	2	5	4	2	2	3	1	4	3	5	2	5	4	2	2	3	1	4	3	5	2	5	4	2	2	3	2376083.2	6308040.0	5988539.0	6671901.0	4712797.5	6562377.0	4584762.0	2769786.0	4272239.0	4194167.5	1099405.5	2880566.0	2565475.8	2908273.2	1922798.9	2882832.2	2127306.8	1143849.6	1483932.5	1752499.4	
sp|P55058|PLTP_HUMAN	P55058	PLTP_HUMAN	PLTP	493	Homo sapiens	1:Experimental evidence at protein level	Phospholipid transfer protein	1.0	0.999	11	101	101	101	11	11	13	12	8	10	12	10	5	9	11	11	13	12	8	10	12	10	5	9	11	11	13	12	8	10	12	10	5	9	8569078.0	1.568193E7	1.144076E7	9289368.0	7739736.5	1.3971054E7	1.4300355E7	1.0271969E7	8683764.0	1.090606E7	4734448.0	7192410.0	5223773.5	4117624.5	3725853.5	5122704.0	6532770.0	4855919.0	4452940.0	5030583.0	
sp|P55083|MFAP4_HUMAN	P55083	MFAP4_HUMAN	MFAP4	255	Homo sapiens	1:Experimental evidence at protein level	Microfibril-associated glycoprotein 4	1.0	0.999	2	17	17	17	2	4	2	2	1	2	3	0	1	0	2	4	2	2	1	2	3	0	1	0	2	4	2	2	1	2	3	0	1	0	3720505.5	8346145.5	4026698.0	2311784.5	2426749.0	5283631.0	5364004.0	1760105.0	4721365.0	3018874.5	3656569.5	5725335.0	2671767.2	2002600.2	2295406.5	2910311.2	3799034.2	1518881.5	3493177.0	2381299.0	
sp|P55283|CADH4_HUMAN	P55283	CADH4_HUMAN	CDH4	916	Homo sapiens	1:Experimental evidence at protein level	Cadherin-4	1.0	0.9977	2	7	7	7	0	1	2	1	1	1	1	0	0	0	0	1	2	1	1	1	1	0	0	0	0	1	2	1	1	1	1	0	0	0	0.0	1237731.0	1103782.0	1160144.2	1087537.0	1271090.9	1398384.0	903471.6	910832.4	1031844.56	0.0	659748.56	590557.4	620739.1	582096.1	676910.1	748412.44	481377.28	476357.75	552121.44	
sp|P55285|CADH6_HUMAN	P55285	CADH6_HUMAN	CDH6	790	Homo sapiens	1:Experimental evidence at protein level	Cadherin-6	0.4201	0.9749	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	164139.16	357628.4	405228.8	388292.44	308776.34	464461.0	298717.56	0.0	343931.97	223387.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9ULB4|CADH9_HUMAN, sp|Q9Y6N8|CAD10_HUMAN
sp|P55286|CADH8_HUMAN	P55286	CADH8_HUMAN	CDH8	799	Homo sapiens	1:Experimental evidence at protein level	Cadherin-8	0.4497	0.9777	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100200.01	0.0	178406.4	347585.44	234950.92	494411.28	0.0	0.0	0.0	105594.445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P55287|CAD11_HUMAN, sp|P55289|CAD12_HUMAN, sp|Q86UP0|CAD24_HUMAN, sp|Q9ULB5|CADH7_HUMAN
sp|P55290|CAD13_HUMAN	P55290	CAD13_HUMAN	CDH13	713	Homo sapiens	1:Experimental evidence at protein level	Cadherin-13	1.0	0.999	8	44	44	44	3	4	5	8	4	6	5	3	1	5	3	4	5	8	4	6	5	3	1	5	3	4	5	8	4	6	5	3	1	5	9932425.0	9243448.0	1.2959373E7	2.4497434E7	9943200.0	1.7293658E7	9245590.0	6466599.5	6898498.0	8598421.0	3257767.2	4084023.8	4737381.0	8271951.0	3590373.8	6055218.5	3455573.5	2437235.2	2893167.0	3423115.8	
sp|P55854|SUMO3_HUMAN	P55854	SUMO3_HUMAN	SUMO3	103	Homo sapiens	1:Experimental evidence at protein level	Small ubiquitin-related modifier 3	0.6487	0.99	1	3	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	972891.75	365051.28	432339.8	607828.25	281478.88	1071040.8	0.0	0.0	595825.2	247962.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P61956|SUMO2_HUMAN, sp|Q6EEV6|SUMO4_HUMAN
sp|P56192|SYMC_HUMAN	P56192	SYMC_HUMAN	MARS1	900	Homo sapiens	1:Experimental evidence at protein level	Methionine--tRNA ligase, cytoplasmic	0.411	0.974	1	2	2	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	537907.1	725643.94	767961.6	657085.56	570498.25	546803.2	1137572.4	822168.56	1091210.8	657395.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P60174|TPIS_HUMAN	P60174	TPIS_HUMAN	TPI1	249	Homo sapiens	1:Experimental evidence at protein level	Triosephosphate isomerase	1.0	0.999	8	36	36	36	3	3	4	6	2	9	3	2	2	2	3	3	4	6	2	9	3	2	2	2	3	3	4	6	2	9	3	2	2	2	4032160.5	4414626.0	3824274.2	5511408.5	3724000.0	5777420.0	4341532.0	3708502.8	4914070.0	3580474.5	2089665.2	1884060.2	1800505.6	2214508.8	2063811.8	2755638.8	2323007.2	2161842.5	2228835.8	1788099.1	
sp|P60709|ACTB_HUMAN	P60709	ACTB_HUMAN	ACTB	375	Homo sapiens	1:Experimental evidence at protein level	Actin, cytoplasmic 1	1.0	0.999	16	105	0	105	10	12	9	14	8	13	10	10	9	10	0	0	0	0	0	0	0	0	0	0	10	12	9	14	8	13	10	10	9	10	3.429068E7	1.83726E7	1.7740904E7	3.5728732E7	2.2523418E7	5.3436764E7	2.3300314E7	2.331003E7	2.9881796E7	1.8386802E7	1.3634935E7	7524752.0	7249730.5	1.292285E7	9776439.0	1.790111E7	9205092.0	9730850.0	1.3306861E7	8349319.0	sp|P63261|ACTG_HUMAN
sp|P60842|IF4A1_HUMAN	P60842	IF4A1_HUMAN	EIF4A1	406	Homo sapiens	1:Experimental evidence at protein level	Eukaryotic initiation factor 4A-I	0.9998	0.9892	2	5	0	5	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	1144162.9	501608.53	165442.9	502589.6	416623.66	1396921.8	422890.25	749484.75	900846.6	393821.62	705491.06	297168.5	0.0	303564.03	253710.05	842536.94	248543.78	461597.22	535343.25	228240.89	sp|Q14240|IF4A2_HUMAN
sp|P60866|RS20_HUMAN	P60866	RS20_HUMAN	RPS20	119	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS10	0.93	0.9986	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	410648.7	0.0	507033.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P61254|RL26_HUMAN	P61254	RL26_HUMAN	RPL26	145	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL24	0.6111	0.9883	1	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	734638.5	0.0	0.0	0.0	0.0	1125843.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9UNX3|RL26L_HUMAN
sp|P61278|SMS_HUMAN	P61278	SMS_HUMAN	SST	116	Homo sapiens	1:Experimental evidence at protein level	Somatostatin	1.0	0.9974	1	4	4	4	1	0	0	2	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1288684.0	191021.73	590955.75	3342100.0	854452.9	1911362.6	952363.6	698052.9	503862.56	1141429.5	857071.9	0.0	434328.72	2670772.0	509013.56	1469532.6	750873.8	352082.16	367607.47	925280.5	
sp|P61353|RL27_HUMAN	P61353	RL27_HUMAN	RPL27	136	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL27	0.9998	0.9953	2	5	5	5	2	0	0	1	0	1	0	1	0	0	2	0	0	1	0	1	0	1	0	0	2	0	0	1	0	1	0	1	0	0	1277232.5	459983.7	0.0	932070.1	428251.47	1519318.5	0.0	980196.9	952235.25	0.0	762152.06	255297.64	0.0	557059.4	0.0	891609.3	0.0	562743.6	566508.44	0.0	
sp|P61604|CH10_HUMAN	P61604	CH10_HUMAN	HSPE1	102	Homo sapiens	1:Experimental evidence at protein level	10 kDa heat shock protein, mitochondrial	1.0	0.9925	3	8	8	8	2	1	0	2	0	2	0	1	0	0	2	1	0	2	0	2	0	1	0	0	2	1	0	2	0	2	0	1	0	0	2717411.8	1045531.1	475503.88	2449524.2	917204.1	3544477.0	1154439.6	2095952.5	2138697.2	1010996.9	1134793.1	550743.9	355570.2	959269.94	690958.6	1414267.0	593157.2	879485.6	888157.5	429360.38	
sp|P61626|LYSC_HUMAN	P61626	LYSC_HUMAN	LYZ	148	Homo sapiens	1:Experimental evidence at protein level	Lysozyme C	1.0	0.999	5	33	33	33	3	3	4	5	3	3	4	2	0	6	3	3	4	5	3	3	4	2	0	6	3	3	4	5	3	3	4	2	0	6	9478496.0	1.0511507E7	1.0155744E7	9572032.0	1.0288001E7	9429620.0	1.2975916E7	8546103.0	8083464.0	1.2758394E7	5250436.5	3642804.2	4315561.0	5216462.0	4922401.5	4237850.5	5666652.5	4665426.5	3729356.8	6574476.5	
sp|P61769|B2MG_HUMAN	P61769	B2MG_HUMAN	B2M	119	Homo sapiens	1:Experimental evidence at protein level	Beta-2-microglobulin	1.0	0.999	5	56	56	56	6	6	5	6	5	5	6	5	5	7	6	6	5	6	5	5	6	5	5	7	6	6	5	6	5	5	6	5	5	7	1.00410632E8	1.38430256E8	1.74133264E8	2.74444224E8	1.98202384E8	8.0189104E7	2.52499552E8	1.4801184E8	9.4456432E7	2.25775648E8	6.1131784E7	8.1427568E7	8.4739072E7	1.30354792E8	1.08355552E8	6.6814496E7	1.30911008E8	7.1919272E7	5.7935488E7	1.20915328E8	
sp|P61916|NPC2_HUMAN	P61916	NPC2_HUMAN	NPC2	151	Homo sapiens	1:Experimental evidence at protein level	NPC intracellular cholesterol transporter 2	1.0	0.9989	6	57	57	57	7	7	7	6	6	6	5	4	3	6	7	7	7	6	6	6	5	4	3	6	7	7	7	6	6	6	5	4	3	6	1.4292935E7	1.754337E7	2.0150686E7	1.7594876E7	1.8270178E7	1.6494001E7	1.8083536E7	1.1485307E7	1.1752035E7	1.8156634E7	5669592.5	6286207.0	7446931.0	7798500.5	7085911.0	6923351.0	7903618.5	5791646.5	4484584.5	7755283.0	
sp|P62241|RS8_HUMAN	P62241	RS8_HUMAN	RPS8	208	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS8	1.0	0.9962	2	3	3	3	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1241529.2	272297.03	312986.47	632844.6	485728.5	1180606.0	0.0	139073.97	518193.66	0.0	1012056.0	0.0	0.0	371252.22	273237.9	956665.6	0.0	0.0	0.0	0.0	
sp|P62244|RS15A_HUMAN	P62244	RS15A_HUMAN	RPS15A	130	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS8	1.0	0.9962	2	4	4	4	1	0	0	1	0	2	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1016971.8	0.0	0.0	462827.9	288766.3	1115436.9	0.0	276648.7	565310.2	0.0	0.0	0.0	0.0	571589.94	0.0	1273732.4	0.0	0.0	0.0	0.0	
sp|P62263|RS14_HUMAN	P62263	RS14_HUMAN	RPS14	151	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS11	0.9292	0.9986	1	2	2	2	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	908980.8	569935.06	0.0	934021.06	560399.5	1023869.06	627132.56	765892.75	971339.1	412565.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62328|TYB4_HUMAN	P62328	TYB4_HUMAN	TMSB4X	44	Homo sapiens	1:Experimental evidence at protein level	Thymosin beta-4	1.0	0.999	2	9	9	9	2	1	2	2	0	1	0	0	0	1	2	1	2	2	0	1	0	0	0	1	2	1	2	2	0	1	0	0	0	1	4250636.0	3562474.0	4087668.0	5781167.0	4478194.0	4845467.0	4978961.0	3912814.8	2271721.5	5381293.0	3461055.5	2890947.5	2755694.2	4136409.5	2950568.5	3076273.5	3532735.2	2878614.8	1814967.9	3671744.5	
sp|P62424|RL7A_HUMAN	P62424	RL7A_HUMAN	RPL7A	266	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL8	1.0	0.9899	3	6	6	6	2	0	0	2	0	2	0	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	2	0	2	0	0	0	0	1896070.5	913474.25	0.0	1541035.8	1034025.0	2144132.0	610932.6	1102712.8	1633292.0	656219.9	1038427.06	403027.34	0.0	684279.2	446855.8	917226.4	339770.22	612076.06	733172.9	365087.28	
sp|P62701|RS4X_HUMAN	P62701	RS4X_HUMAN	RPS4X	263	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS4, X isoform	0.8559	0.9969	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	823051.7	0.0	0.0	424203.66	271259.7	1184886.4	0.0	246672.45	0.0	238624.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62736|ACTA_HUMAN	P62736	ACTA_HUMAN	ACTA2	377	Homo sapiens	1:Experimental evidence at protein level	Actin, aortic smooth muscle	1.0	0.9988	15	10	0	84	1	1	1	1	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	8	10	7	11	7	11	8	8	6	8	4375763.0	1448156.5	1568853.1	2840185.5	2693898.5	6472624.0	2045752.6	3022100.8	4688297.5	1312486.2	4367527.5	1516128.9	1225755.6	2821412.2	2198946.5	5398293.5	1755913.8	2627944.2	4589359.5	0.0	sp|P68032|ACTC_HUMAN, sp|P68133|ACTS_HUMAN
sp|P62753|RS6_HUMAN	P62753	RS6_HUMAN	RPS6	249	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS6	0.8129	0.9957	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	700041.5	248019.31	0.0	505031.4	304383.38	805001.0	0.0	0.0	553967.06	282981.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62805|H4_HUMAN	P62805	H4_HUMAN	H4C1	103	Homo sapiens	1:Experimental evidence at protein level	Histone H4	1.0	0.999	6	48	48	48	6	4	5	6	3	7	4	3	6	4	6	4	5	6	3	7	4	3	6	4	6	4	5	6	3	7	4	3	6	4	2.6942612E7	9980360.0	9619372.0	2.4884228E7	1.5387936E7	4.396782E7	1.2067198E7	1.3590234E7	1.9602092E7	8738577.0	1.1394935E7	4213019.5	4165195.2	1.1087706E7	6197695.5	1.7097602E7	5228873.5	6160225.0	8194001.5	4056365.8	
sp|P62826|RAN_HUMAN	P62826	RAN_HUMAN	RAN	216	Homo sapiens	1:Experimental evidence at protein level	GTP-binding nuclear protein Ran	0.6723	0.991	1	2	2	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1109894.0	361012.53	263483.16	834179.6	484841.12	1379144.4	440738.66	595265.06	794695.75	340411.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P62829|RL23_HUMAN	P62829	RL23_HUMAN	RPL23	140	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL14	0.9993	0.9903	2	4	4	4	1	0	0	1	0	2	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	1	0	2	0	0	0	0	601769.44	0.0	250166.27	0.0	480465.1	759268.8	389978.4	567067.75	782985.0	364629.72	632539.4	0.0	0.0	0.0	0.0	722334.1	0.0	0.0	0.0	0.0	
sp|P62851|RS25_HUMAN	P62851	RS25_HUMAN	RPS25	125	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein eS25	1.0	0.996	3	6	6	6	2	0	0	1	0	3	0	0	0	0	2	0	0	1	0	3	0	0	0	0	2	0	0	1	0	3	0	0	0	0	626445.5	636975.56	173728.1	963202.9	671878.4	1689906.2	827657.0	808019.0	1090705.1	452382.7	854099.5	366987.97	0.0	515598.97	384597.25	954471.25	478323.34	466919.84	525528.44	259833.08	
sp|P62861|RS30_HUMAN	P62861	RS30_HUMAN	FAU	133	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein	0.4924	0.9811	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0	0.0	0.0	327007.84	0.0	757691.56	223609.94	76434.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
